world_timestamp,world_index,gaze_timestamp,x_norm,y_norm,x_scaled,y_scaled,on_surf,confidence
4760.410938,5038,4760.404939999999,0.5096908807754517,0.3480179905891418,0.5096908807754517,0.3480179905891418,True,1.0
4760.410938,5038,4760.412664,0.511806070804596,0.3464222252368927,0.511806070804596,0.3464222252368927,True,1.0
4760.410938,5038,4760.420708,0.5121821165084839,0.3451099991798401,0.5121821165084839,0.3451099991798401,True,1.0
4760.435245000001,5039,4760.428668,0.5122719407081604,0.3455796837806701,0.5122719407081604,0.3455796837806701,True,1.0
4760.435245000001,5039,4760.436709,0.5140913128852844,0.3467145562171936,0.5140913128852844,0.3467145562171936,True,1.0
4760.435245000001,5039,4760.444555,0.5157081484794617,0.34124356508255,0.5157081484794617,0.34124356508255,True,1.0
4760.458199000001,5040,4760.452647,0.5159139037132263,0.3386442959308624,0.5159139037132263,0.3386442959308624,True,1.0
4760.458199000001,5040,4760.460564999999,0.5176053047180176,0.3331505358219147,0.5176053047180176,0.3331505358219147,True,1.0
4760.458199000001,5040,4760.468733,0.5180538296699524,0.3315069675445556,0.5180538296699524,0.3315069675445556,True,1.0
4760.483990000001,5041,4760.47665,0.5174582004547119,0.3252261877059936,0.5174582004547119,0.3252261877059936,True,1.0
4760.483990000001,5041,4760.484748,0.5180596113204956,0.3215145766735077,0.5180596113204956,0.3215145766735077,True,1.0
4760.483990000001,5041,4760.492649999999,0.5248094797134399,0.3234308063983917,0.5248094797134399,0.3234308063983917,True,1.0
4760.506817,5042,4760.50073,0.5470743179321289,0.3365727961063385,0.5470743179321289,0.3365727961063385,True,1.0
4760.506817,5042,4760.508718,0.565320611000061,0.3449097871780395,0.565320611000061,0.3449097871780395,True,1.0
4760.506817,5042,4760.516747,0.5691412091255188,0.3467438220977783,0.5691412091255188,0.3467438220977783,True,1.0
4760.5293950000005,5043,4760.524678,0.5659863948822021,0.3508364558219909,0.5659863948822021,0.3508364558219909,True,1.0
4760.5293950000005,5043,4760.532835999999,0.5638976097106934,0.3554702401161194,0.5638976097106934,0.3554702401161194,True,1.0
4760.5293950000005,5043,4760.540666,0.5618144273757935,0.358079046010971,0.5618144273757935,0.358079046010971,True,1.0
4760.552912,5044,4760.548745,0.5597154498100281,0.3619347810745239,0.5597154498100281,0.3619347810745239,True,1.0
4760.552912,5044,4760.556763,0.5604994893074036,0.3648000955581665,0.5604994893074036,0.3648000955581665,True,1.0
4760.575495,5045,4760.564672,0.5571577548980713,0.3678873479366302,0.5571577548980713,0.3678873479366302,True,1.0
4760.575495,5045,4760.572719,0.5565341711044312,0.3676223754882812,0.5565341711044312,0.3676223754882812,True,1.0
4760.575495,5045,4760.580782,0.5582993030548096,0.3657136857509613,0.5582993030548096,0.3657136857509613,True,1.0
4760.599160000001,5046,4760.588655,0.5577266812324524,0.362712949514389,0.5577266812324524,0.362712949514389,True,1.0
4760.599160000001,5046,4760.596764,0.5586822032928467,0.3639563024044037,0.5586822032928467,0.3639563024044037,True,1.0
4760.599160000001,5046,4760.604985999999,0.5575841665267944,0.3614078760147095,0.5575841665267944,0.3614078760147095,True,0.9945113062858582
4760.625293,5047,4760.612655,0.5588862299919128,0.3556364476680755,0.5588862299919128,0.3556364476680755,True,1.0
4760.625293,5047,4760.620657,0.562383770942688,0.3558200597763061,0.562383770942688,0.3558200597763061,True,1.0
4760.625293,5047,4760.628736,0.562126636505127,0.359324038028717,0.562126636505127,0.359324038028717,True,1.0
4760.625293,5047,4760.636686999999,0.5606540441513062,0.3595491349697113,0.5606540441513062,0.3595491349697113,True,1.0
4760.64986,5048,4760.644625999999,0.5617706775665283,0.3605108559131622,0.5617706775665283,0.3605108559131622,True,1.0
4760.64986,5048,4760.652596,0.5590813159942627,0.3646024763584137,0.5590813159942627,0.3646024763584137,True,1.0
4760.64986,5048,4760.66055,0.5573210120201111,0.3634796142578125,0.5573210120201111,0.3634796142578125,True,1.0
4760.674353,5049,4760.668721999999,0.5551647543907166,0.3649955689907074,0.5551647543907166,0.3649955689907074,True,1.0
4760.674353,5049,4760.676614,0.5550639033317566,0.3622699081897735,0.5550639033317566,0.3622699081897735,True,1.0
4760.674353,5049,4760.684839,0.5546205639839172,0.3682127594947815,0.5546205639839172,0.3682127594947815,True,1.0
4760.698617,5050,4760.692654,0.5531233549118042,0.3684097230434418,0.5531233549118042,0.3684097230434418,True,1.0
4760.698617,5050,4760.700715,0.552363395690918,0.3742648959159851,0.552363395690918,0.3742648959159851,True,1.0
4760.698617,5050,4760.708624999999,0.5541825890541077,0.3724375367164612,0.5541825890541077,0.3724375367164612,True,1.0
4760.722598,5051,4760.720659,0.5556858777999878,0.374026358127594,0.5556858777999878,0.374026358127594,True,1.0
4760.722598,5051,4760.728746,0.5572674870491028,0.3753693997859955,0.5572674870491028,0.3753693997859955,True,1.0
4760.748264000001,5052,4760.736666,0.5604211091995239,0.372585117816925,0.5604211091995239,0.372585117816925,True,1.0
4760.748264000001,5052,4760.744674,0.5635517835617065,0.3718036413192749,0.5635517835617065,0.3718036413192749,True,1.0
4760.748264000001,5052,4760.752673,0.5653155446052551,0.3741300404071808,0.5653155446052551,0.3741300404071808,True,1.0
4760.7721870000005,5053,4760.760966999999,0.5772271752357483,0.3853295743465423,0.5772271752357483,0.3853295743465423,True,1.0
4760.7721870000005,5053,4760.768714,0.6036641597747803,0.423319548368454,0.6036641597747803,0.423319548368454,True,0.972015228858322
4760.7721870000005,5053,4760.776769,0.6215221881866455,0.46890389919281,0.6215221881866455,0.46890389919281,True,1.0
4760.794698000001,5054,4760.785089,0.630638062953949,0.4956130683422088,0.630638062953949,0.4956130683422088,True,1.0
4760.794698000001,5054,4760.792684,0.6330201029777527,0.5094826221466064,0.6330201029777527,0.5094826221466064,True,1.0
4760.794698000001,5054,4760.8007,0.6329324841499329,0.5042456984519958,0.6329324841499329,0.5042456984519958,True,1.0
4760.820356,5055,4760.808599,0.6363423466682434,0.5062931180000305,0.6363423466682434,0.5062931180000305,True,1.0
4760.820356,5055,4760.816728,0.636269748210907,0.5021398663520813,0.636269748210907,0.5021398663520813,True,1.0
4760.820356,5055,4760.824729999999,0.6346350312232971,0.5031619668006897,0.6346350312232971,0.5031619668006897,True,1.0
4760.843528,5056,4760.832668999999,0.6331667900085449,0.5004317760467529,0.6331667900085449,0.5004317760467529,True,1.0
4760.843528,5056,4760.840609999999,0.629409909248352,0.5008392333984375,0.629409909248352,0.5008392333984375,True,1.0
4760.843528,5056,4760.848617,0.6296859979629517,0.503614068031311,0.6296859979629517,0.503614068031311,True,1.0
4760.868974,5057,4760.856542,0.6306899189949036,0.4983237981796264,0.6306899189949036,0.4983237981796264,True,1.0
4760.868974,5057,4760.864661,0.628006637096405,0.4942376613616943,0.628006637096405,0.4942376613616943,True,1.0
4760.868974,5057,4760.872848,0.6276718378067017,0.4906196594238281,0.6276718378067017,0.4906196594238281,True,1.0
4760.891716,5058,4760.880622,0.6282598376274109,0.4882432222366333,0.6282598376274109,0.4882432222366333,True,1.0
4760.891716,5058,4760.88879,0.6283640265464783,0.4870967864990234,0.6283640265464783,0.4870967864990234,True,1.0
4760.891716,5058,4760.896615,0.6290398836135864,0.4904654026031494,0.6290398836135864,0.4904654026031494,True,1.0
4760.916616,5059,4760.904689,0.6301021575927734,0.4903568923473358,0.6301021575927734,0.4903568923473358,True,1.0
