world_timestamp,world_index,gaze_timestamp,x_norm,y_norm,x_scaled,y_scaled,on_surf,confidence
9690.328698,7564,9690.31293,0.4595379531383514,0.4330491125583648,0.4595379531383514,0.4330491125583648,True,1.0
9690.328698,7564,9690.321086,0.4590161144733429,0.4340005218982696,0.4590161144733429,0.4340005218982696,True,1.0
9690.328698,7564,9690.328925,0.4609676301479339,0.4306918680667877,0.4609676301479339,0.4306918680667877,True,1.0
9690.328698,7564,9690.337091,0.4612438082695007,0.4292410612106323,0.4612438082695007,0.4292410612106323,True,1.0
9690.328698,7564,9690.344887,0.4608047902584076,0.4311465322971344,0.4608047902584076,0.4311465322971344,True,1.0
9690.36296,7565,9690.352942,0.4629203379154205,0.430961400270462,0.4629203379154205,0.430961400270462,True,1.0
9690.36296,7565,9690.360927,0.4637324810028076,0.4273017346858978,0.4637324810028076,0.4273017346858978,True,1.0
9690.36296,7565,9690.368857,0.4648087918758392,0.4260866641998291,0.4648087918758392,0.4260866641998291,True,1.0
9690.36296,7565,9690.377089,0.4666278958320617,0.4253959655761719,0.4666278958320617,0.4253959655761719,True,1.0
9690.396549,7566,9690.384977,0.468707263469696,0.4255048334598541,0.468707263469696,0.4255048334598541,True,1.0
9690.396549,7566,9690.392889,0.4711154103279114,0.4234033524990082,0.4711154103279114,0.4234033524990082,True,1.0
9690.396549,7566,9690.40102,0.4717107713222503,0.4214076995849609,0.4717107713222503,0.4214076995849609,True,1.0
9690.396549,7566,9690.408893,0.4723002016544342,0.4231968522071838,0.4723002016544342,0.4231968522071838,True,1.0
9690.435468,7567,9690.41695,0.4729101359844208,0.4224142730236053,0.4729101359844208,0.4224142730236053,True,1.0
9690.435468,7567,9690.425096,0.4731584191322326,0.4211010932922363,0.4731584191322326,0.4211010932922363,True,1.0
9690.435468,7567,9690.432879,0.4741411805152893,0.4210895597934723,0.4741411805152893,0.4210895597934723,True,1.0
9690.435468,7567,9690.441072,0.4740468859672546,0.4191935956478119,0.4740468859672546,0.4191935956478119,True,1.0
9690.435468,7567,9690.449512,0.4759370684623718,0.4200495183467865,0.4759370684623718,0.4200495183467865,True,1.0
9690.473498,7568,9690.456895,0.474434345960617,0.418192058801651,0.474434345960617,0.418192058801651,True,1.0
9690.473498,7568,9690.465202,0.4742025732994079,0.4167590737342834,0.4742025732994079,0.4167590737342834,True,1.0
9690.473498,7568,9690.473088,0.4747937023639679,0.4159104824066162,0.4747937023639679,0.4159104824066162,True,1.0
9690.473498,7568,9690.481019,0.4762656986713409,0.4189071953296661,0.4762656986713409,0.4189071953296661,True,1.0
9690.473498,7568,9690.489328,0.4767260253429413,0.4205294847488403,0.4767260253429413,0.4205294847488403,True,1.0
9690.51259,7569,9690.496917,0.4778896570205688,0.4226625263690948,0.4778896570205688,0.4226625263690948,True,1.0
9690.51259,7569,9690.504915,0.4791470766067505,0.4236418902873993,0.4791470766067505,0.4236418902873993,True,1.0
9690.51259,7569,9690.513995,0.4811760187149048,0.4242058992385864,0.4811760187149048,0.4242058992385864,True,1.0
9690.51259,7569,9690.52098,0.4820116758346557,0.4242725968360901,0.4820116758346557,0.4242725968360901,True,1.0
9690.51259,7569,9690.529636,0.4816130101680755,0.4238362908363342,0.4816130101680755,0.4238362908363342,True,1.0
9690.551938,7570,9690.536971,0.4829889237880707,0.4288763403892517,0.4829889237880707,0.4288763403892517,True,1.0
9690.551938,7570,9690.545246,0.4834195971488952,0.4252501428127289,0.4834195971488952,0.4252501428127289,True,1.0
9690.551938,7570,9690.553112,0.4822444319725036,0.4254544079303741,0.4822444319725036,0.4254544079303741,True,1.0
9690.551938,7570,9690.561191,0.4836189746856689,0.424798309803009,0.4836189746856689,0.424798309803009,True,1.0
9690.551938,7570,9690.569038,0.4864579141139984,0.4248400926589966,0.4864579141139984,0.4248400926589966,True,1.0
9690.592176,7571,9690.57699,0.4873806834220886,0.4259789288043976,0.4873806834220886,0.4259789288043976,True,1.0
9690.592176,7571,9690.588181,0.4919201135635376,0.4236930310726166,0.4919201135635376,0.4236930310726166,True,1.0
9690.592176,7571,9690.593086,0.5003460049629211,0.4177934229373932,0.5003460049629211,0.4177934229373932,True,1.0
9690.592176,7571,9690.601708,0.5091780424118042,0.4189262986183166,0.5091780424118042,0.4189262986183166,True,1.0
9690.592176,7571,9690.611204,0.5149254202842712,0.429861307144165,0.5149254202842712,0.429861307144165,True,1.0
9690.631012,7572,9690.61781,0.5221413969993591,0.4432415962219238,0.5221413969993591,0.4432415962219238,True,1.0
9690.631012,7572,9690.62499,0.5221286416053772,0.4481400549411773,0.5221286416053772,0.4481400549411773,True,0.8008105158805847
9690.631012,7572,9690.634012,0.5339751839637756,0.56500244140625,0.5339751839637756,0.56500244140625,True,0.3702294310974197
9690.631012,7572,9690.64501,0.5775584578514099,0.5663741230964661,0.5775584578514099,0.5663741230964661,True,0.3588339869262067
9690.66586,7573,9690.659836,0.5643202662467957,0.5670631527900696,0.5643202662467957,0.5670631527900696,True,0.3469280457889671
9690.66586,7573,9690.674441,0.5364012718200684,0.5678380727767944,0.5364012718200684,0.5678380727767944,True,0.3729853620156085
9690.7046,7574,9690.686825,0.5128613710403442,0.5980977416038513,0.5128613710403442,0.5980977416038513,True,0.3644390810245168
9690.7046,7574,9690.700843,0.5003332495689392,0.4735655486583709,0.5003332495689392,0.4735655486583709,True,0.9100865441299648
9690.7046,7574,9690.709613,0.4866679906845093,0.4648714065551758,0.4866679906845093,0.4648714065551758,True,1.0
